#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#
# FACTION MAIN
#
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_314C;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. Unfortunately my words were not well received, provoking jeers and cries of dissent from the assembled audience.;En m'adressant aulx Seigneurs réunis, j'ai loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et ai rappelé à mes compagnons leurs devoirs de vassaulx envers leur suzerain. tristeusement, mon discours n'a point été bien reçu, provoquant des huées de la part de l'audience.;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. Unfortunately my words were not well received, provoking jeers and cries of dissent from the assembled audience.;;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. Unfortunately my words were not well received, provoking jeers and cries of dissent from the assembled audience.;;;;;;;;;x
EVTOPTA_PlusFaction_314;[Root.Liege.GetTitledFirstNameNoRegnal] can count on us!;[Root.Liege.GetTitledFirstNameNoRegnal] peult compter sur nous !;[Root.Liege.GetTitledFirstNameNoRegnal] can count on us!;;[Root.Liege.GetTitledFirstNameNoRegnal] can count on us!;;;;;;;;;x
EVTOPTB_PlusFaction_314;At least I did some good;Au moins, j'ai fait quelques bonnes choses;At least I did some good;;At least I did some good;;;;;;;;;x
EVTOPTC_PlusFaction_314;I fear I have done more harm than good...;J'ai l'impression d'avoir fait plus de mal que de bien...;I fear I have done more harm than good...;;I fear I have done more harm than good...;;;;;;;;;x
EVTDESC_PlusFaction_315A;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. We were taken in by [From.GetHerHis] eloquent words, and the ended meeting with an affirmation of our loyalty to the [Root.Liege.PrimaryTitle.GetRulerTitle].;En s'adressant aulx Seigneurs réunis, [From.GetTitledFirstNameNoRegnal] a loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et nous a rappelé à nos devoirs de vassaulx envers leur suzerain. Nous avons bu son discours éloquent, et la réunion s'est terminée sur une affirmation de notre loyauté envers [Root.Liege.PrimaryTitle.GetRulerTitle].;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. We were taken in by [From.GetHerHis] eloquent words, and the ended meeting with an affirmation of our loyalty to the [Root.Liege.PrimaryTitle.GetRulerTitle].;;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. We were taken in by [From.GetHerHis] eloquent words, and the ended meeting with an affirmation of our loyalty to the [Root.Liege.PrimaryTitle.GetRulerTitle].;;;;;;;;;x
EVTDESC_PlusFaction_315B;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. Though [From.GetHerHis] words mostly fell on deaf ears, the show of support nonetheless eased the mood of the room a little.;En s'adressant aulx Seigneurs réunis, [From.GetTitledFirstNameNoRegnal] a loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et nous a rappelé à nos devoirs de vassaulx envers leur suzerain. Mesme si la plupart de ses mots sont tombés dans l'oreille d'un sourd, ce discours de soutien a néamoins amélioré quelque peu l'humeur de la faction.;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. Though [From.GetHerHis] words mostly fell on deaf ears, the show of support nonetheless eased the mood of the room a little.;;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. Though [From.GetHerHis] words mostly fell on deaf ears, the show of support nonetheless eased the mood of the room a little.;;;;;;;;;x
EVTDESC_PlusFaction_315C;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. However, [From.GetHerHis] weak and sycophantic arguments failed to capture the audience, and if anything managed to turn the room against the [Root.Liege.PrimaryTitle.GetRulerTitle].;En s'adressant aulx Seigneurs réunis, [From.GetTitledFirstNameNoRegnal] a loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et nous a rappelé à nos devoirs de vassaulx envers leur suzerain. tristeusement, ses arguments faibles et sycophantiques n'ont point réussi à captiver l'audience, tournant mesme une partie de la salle contre [Root.Liege.PrimaryTitle.GetRulerTitle].;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. However, [From.GetHerHis] weak and sycophantic arguments failed to capture the audience, and if anything managed to turn the room against the [Root.Liege.PrimaryTitle.GetRulerTitle].;;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. However, [From.GetHerHis] weak and sycophantic arguments failed to capture the audience, and if anything managed to turn the room against the [Root.Liege.PrimaryTitle.GetRulerTitle].;;;;;;;;;x
EVTDESC_PlusFaction_316A;I have learned that [From.GetTitledFirstNameNoRegnal] spoke [From.GetHerHis] support for me at the faction meeting in [From.Capital.GetName], greatly improving the mood of [From.GetHerHis] faction.;J'ai appris que [From.GetTitledFirstNameNoRegnal] a tenu un discours de soutien envers moi à la réunion de sa faction à [From.Capital.GetName], améliorant l'humeur de [From.GetHerHis] faction.;I have learned that [From.GetTitledFirstNameNoRegnal] spoke [From.GetHerHis] support for me at the faction meeting in [From.Capital.GetName], greatly improving the mood of [From.GetHerHis] faction.;;I have learned that [From.GetTitledFirstNameNoRegnal] spoke [From.GetHerHis] support for me at the faction meeting in [From.Capital.GetName], greatly improving the mood of [From.GetHerHis] faction.;;;;;;;;;x
EVTDESC_PlusFaction_316B;I have learned that [From.GetTitledFirstNameNoRegnal] spoke [From.GetHerHis] support for me at the faction meeting in [From.Capital.GetName], slightly improving the mood of [From.GetHerHis] faction.;J'ai appris que [From.GetTitledFirstNameNoRegnal] a tenu un discours de soutien envers moi à la réunion de sa faction à [From.Capital.GetName], améliorant quelque peu l'humeur de [From.GetHerHis] faction.;I have learned that [From.GetTitledFirstNameNoRegnal] spoke [From.GetHerHis] support for me at the faction meeting in [From.Capital.GetName], slightly improving the mood of [From.GetHerHis] faction.;;I have learned that [From.GetTitledFirstNameNoRegnal] spoke [From.GetHerHis] support for me at the faction meeting in [From.Capital.GetName], slightly improving the mood of [From.GetHerHis] faction.;;;;;;;;;x
EVTDESC_PlusFaction_316C;I have learned that [From.GetTitledFirstName] attempted to speak on my behalf at the faction meeting in [From.Capital.GetName], but only managed to turn [From.GetHerHis] faction further against me.;I have learned that [From.GetTitledFirstName] attempted to speak on my behalf at the faction meeting in [From.Capital.GetName], but only managed to turn [From.GetHerHis] faction further against me.;I have learned that [From.GetTitledFirstName] attempted to speak on my behalf at the faction meeting in [From.Capital.GetName], but only managed to turn [From.GetHerHis] faction further against me.;;I have learned that [From.GetTitledFirstName] attempted to speak on my behalf at the faction meeting in [From.Capital.GetName], but only managed to turn [From.GetHerHis] faction further against me.;;;;;;;;;x
EVTDESC_PlusFaction_317A;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--not a terribly difficult feat, considering that there is already so much sentiment against [Root.Liege.GetHerHim].;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--not a terribly difficult feat, considering that there is already so much sentiment against [Root.Liege.GetHerHim].;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--not a terribly difficult feat, considering that there is already so much sentiment against [Root.Liege.GetHerHim].;;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--not a terribly difficult feat, considering that there is already so much sentiment against [Root.Liege.GetHerHim].;;;;;;;;;x
EVTDESC_PlusFaction_317B;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--a tall order, perhaps, considering how many favor [Root.Liege.GetHerHim] and might consider my words treasonous.;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--a tall order, perhaps, considering how many favor [Root.Liege.GetHerHim] and might consider my words treasonous.;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--a tall order, perhaps, considering how many favor [Root.Liege.GetHerHim] and might consider my words treasonous.;;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--a tall order, perhaps, considering how many favor [Root.Liege.GetHerHim] and might consider my words treasonous.;;;;;;;;;x
EVTOPTA_PlusFaction_317;Denounce [Root.Liege.GetHerHim] before the assembled Lords;Dénoncer les fautes de [Root.Liege.GetHerHim] aulx Seigneurs réunis.;Denounce [Root.Liege.GetHerHim] before the assembled Lords;;Denounce [Root.Liege.GetHerHim] before the assembled Lords;;;;;;;;;x
EVTDESC_PlusFaction_318A;Speaking to the assembled Lords, I denounced the misrule of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of how our rights and liberties were being taken away. I could tell they took my words seriously, and the meeting ended with agreement that we must find a way to reduce the power of the [Root.Liege.PrimaryTitle.GetRulerTitle].;En m'adressant aulx Seigneurs réunis, j'ai accusé [Root.Liege.GetTitledFirstNameNoRegnal] d'incompétence et ai rappelé à mes compagnons nos droits et nos libertés qui nous étaient enlevés. J'ai pu me rendre compte qu'il prenait mon discours au sérieulx, et la réunion s'est terminée sur l'accord général que nous devons trouver un moyen de réduire le pouvoir de [Root.Liege.PrimaryTitle.GetRulerTitle].;Speaking to the assembled Lords, I denounced the misrule of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of how our rights and liberties were being taken away. I could tell they took my words seriously, and the meeting ended with agreement that we must find a way to reduce the power of the [Root.Liege.PrimaryTitle.GetRulerTitle].;;Speaking to the assembled Lords, I denounced the misrule of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of how our rights and liberties were being taken away. I could tell they took my words seriously, and the meeting ended with agreement that we must find a way to reduce the power of the [Root.Liege.PrimaryTitle.GetRulerTitle].;;;;;;;;;x
