#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;x
abandon_adventure;Abandon Adventure;;Abenteuer aufgeben;;;x
organize_gwydion;Organize the Sons of Gwydion;Mettre sur pied les Fils de Gwydion;Organisiert die Söhne von Gwydion;;;x
organize_gwydion_desc;Recruit landless warriors into an elite band of brothers that will defend the great Britain.;Recruter des guerriers sans terre et former un groupe d'élite de frères d'armes qui défendront la Grande Bretagne.;Rekrutiert landlose Krieger zu einer Elitegruppe von Brüdern, die das große Britannien verteidigen werden.;;;x
organize_horus;Organize the Horusian Guard;Mettre sur pied la Garde d'Horus;Organisieren Sie die Horusianische Garde;;;x
organize_horus_desc;Organize the Horusian Guard Holy Order;Mettre sur pied l'Ordre Saint de la Garde d'Horus;Organisieren Sie den Heiligen Orden der Horusianischen Garde.;;;x
organize_varangian_guard;Organize the Varangian Guard;Organiser la Garde varègue.;Organisieren Sie die Varangianische Garde;;Organiza la Guardia Varangiana;x
organize_varangian_guard_desc;Recruit Varangian warriors from the north into an elite unit that will serve as the personal guard of the [Root.GetTitle].;Recruter les guerriers varègues du nord pour former une unité d'élite qui servira de garde personnelle [Root.GetTitle].;Rekrutiert varangische Krieger aus dem Norden zu einer Eliteeinheit, die als persönliche Garde des [Root.GetTitle] dienen wird.;;Recluta guerreros Varangianos del norte para una unidad de élite que servirá como guardia personal del [Root.GetTitle].;x
organize_zhayedan_1;Reorganise the first vasht of Zhayedan;Reformer la première vasht des Zhayedan;Reorganisiere die erste Vasht von Zhayedan;;;x
organize_zhayedan_1_desc;Reorganise the first division (vasht) of Zhayedan (Immortals) - a heavy cavalry unit to serve as the elite unit of the [Root.GetTitle].;Reformer la première division (vasht) des Zhayedan (Immortels) - une unité de cavalerie lourde qui constituera l'unité d'élite de [Root.GetTitle].;Reorganisiert die erste Division (vasht) von Zhayedan (Unsterbliche) - eine schwere Kavallerieeinheit, die als Eliteeinheit des [Root.GetTitle] dienen wird.;;;x
organize_zhayedan_2;Reorganise the second vasht of Zhayedan;Reformer la seconde vasht des Zhayedan;Reorganisieren Sie die zweite Vasht von Zhayedan;;;x
organize_zhayedan_2_desc;Reorganise the second division (vasht) of Zhayedan (Immortals) - a heavy cavalry unit to serve as the elite unit of the [Root.GetTitle].;Reformer la seconde division (vasht) des Zhayedan (Immortels) - une unité de cavalerie lourde qui constituera l'unité d'élite de [Root.GetTitle].;Reorganisieren Sie die zweite Division (vasht) von Zhayedan (Unsterbliche) - eine schwere Kavallerieeinheit, die als Eliteeinheit der [Root.GetTitle] dient.;;;x
ottoman_empire;Ottoman Empire;Empire Ottoman;Osmanisches Reich;;Imperio Otomano;x
ottoman_empire_desc;This decision will give you the Ottoman title.;Cette décision vous donnera le titre ottoman.;Diese Entscheidung verleiht Ihnen den osmanischen Titel.;;Esta decisión le dará el título otomano.;x
papal_coronation;Request Papal Coronation;Demander un Couronnement au Pape;Antrag auf päpstliche Krönung;;;x
papal_coronation_desc;Enacting this decision will result in a request to the Pope for a coronation ceremony to be held at Rome in honor of [Root.GetTitledFirstName]. This will allow [Root.GetTitledFirstName] to become crowned and blessed by the Pope and extend your authority as the ruler of the [Root.PrimaryTitle.GetName], which further legitimises your rule.;Promulguer cette décision entraisnera l'envoi d'une requeste au Pape, lui demandant d'organiser une cérémonie de couronnement Rome en l'honneur de [Root.GetTitledFirstName]. Cela autorisera [Root.GetTitledFirstName] estre couronné et bénit par le Pape et d'accroistre son autorité comme souverain du [Root.PrimaryTitle.GetName], ce qui légitimera également votre règne.;Wenn Sie diese Entscheidung treffen, beantragen Sie beim Papst eine Krönungszeremonie in Rom zu Ehren von [Root.GetTitledFirstName]. Dies ermöglicht es [Root.GetTitledFirstName], vom Papst gekrönt und gesegnet zu werden und Ihre Autorität als Herrscher des [Root.PrimaryTitle.GetName] zu erweitern, was Ihre Herrschaft weiter legitimiert.;;;x
pardon;Pardon;Pardonner;Begnadigung;;;x
pardon_desc;Immediately pardon §Y[This.GetTitledName]§! of all [This.GetHerHis] crimes against you. This will remove any cause for rightful imprisonment from plots, murders and treason.;Pardonner toutes ses félonies ce personnage. Cette opération amnistiera légitimement cette personne en cas de peine d'emprisonnement pour complots, pour meurtres et pour trahison.;Begnadigt sofort §Y[This.GetTitledName]§! von allen [This.GetHerHis] Verbrechen gegen Euch. Dadurch wird jeder Grund für eine rechtmäßige Inhaftierung wegen Verschwörungen, Morden und Verrat beseitigt.;;;x
pillage_settlement_destroy_named;Pillage [Root.GetName];Piller [Root.GetName];Plünderung [Root.GetName];;Saquea [Root.GetName];x
pillage_settlement_destroy;Pillage Holding;Piller la colonie;Plünderung der Siedlung.;;Saquear establecimiento;x
pillage_settlement_destroy_desc;Pillage Holding;Piller la colonie;Plünderung Siedlung;;Saquear establecimiento;x
plan_passover;Plan Passover;Préparer Pessa'h;Pessach planen;;;x
plan_passover_desc;Passover is celebrated every year to commemorate the liberation of the Israelite people from slavery in Egypt. Spend lavishly and invite your vassals to make this year's celebration one to be remembered!;On célèbre Pessa'h chaque année pour commémorer la libération du peuple juif de l'esclavage en Égypte. Dépensez sans compter et invitez vos vassaulx la célébration de cette année, ils ne l'oublieront point !;Das Pessachfest wird jedes Jahr zum Gedenken an die Befreiung des israelitischen Volkes aus der Sklaverei in Ägypten gefeiert. Geben Sie großzügig aus und laden Sie Ihre Vasallen ein, damit das diesjährige Fest zu einem unvergesslichen Ereignis wird!;;La Pascua Judía se celebra cada año para conmemorar la liberación del pueblo de Israel de la esclavitud en Egipto. ¡Prodígate e invita a tus vasallos para que la de este año sea una celebración digna de recordar!;x
plot_weaken_fellow_vassal_decision_liege;Seek the backing of [Root.Liege.GetTitledFirstName].;Solliciter le soutien de [Root.Liege.GetTitledFirstName].;Sucht den Rückhalt von [Root.Liege.GetTitledFirstName].;;Obtener el apoyo de [Root.Liege.GetTitledFirstName].;x
plot_weaken_fellow_vassal_decision_liege_desc;Seek the backing of [Root.Liege.GetTitledFirstName] in dividing the holdings of [Root.PlotTarget.GetTitledName] by sending [Root.Liege.GetHerHim] a letter. If the [Root.Liege.GetTitle] does not support the plot, it will likely be leaked at court...;Solliciter par l'envoi d'une lettre le soutien de [Root.Liege.GetTitledFirstName] vis--vis du démembrent des seigneuries de [Root.PlotTarget.GetTitledName]. Si, toutefois, le [Root.Liege.GetTitle] ne soutient pas notre complot, il est probable qu'il le dénonce...;Sucht die Unterstützung von [Root.Liege.GetTitledFirstName] bei der Aufteilung der Besitztümer von [Root.PlotTarget.GetTitledName], indem Ihr [Root.Liege.GetHerHim] einen Brief schickt. Wenn der [Root.Liege.GetTitle] die Handlung nicht unterstützt, wird sie wahrscheinlich vor Gericht auffliegen...;;Obtener el apoyo de [Root.Liege.GetTitledFirstName] para dividir los territorios de [Root.PlotTarget.GetTitledName] enviando[Root.Liege.GetHerHim] una carta. Si el [Root.Liege.GetTitle] no lo apoya, será filtrada a la corte...;x
prove_strong_basileus;Prove Your Rule;;Beweisen Sie Ihre Herrschaft;;;x
prove_strong_basileus_desc;The perception appears to be that you are not a strong ruler of the Byzantine Empire. Prove your vassals wrong, and then work towards restoring the Empire to the greatness it deserves!;;Man hat den Eindruck, dass Ihr kein starker Herrscher des Byzantinischen Reiches seid. Beweise deinen Vasallen das Gegenteil und arbeite daran, dem Reich wieder zu der Größe zu verhelfen, die es verdient!;;;x
public_execution;Public Execution;;Öffentliche Hinrichtung;;;x
public_execution_desc;Publicly execute §Y[Root.GetBestName]§!. You will receive prestige and piety for doing so, based on their rank and relative importance. Note that, while you may execute close relatives, you will lose prestige for doing so (though you will still gain piety).;;Richtet §Y[Root.GetBestName]§! öffentlich hin. Ihr erhaltet dafür Prestige und Frömmigkeit, die sich nach dem Rang und der relativen Bedeutung dieser Personen richten. Beachte, dass du zwar nahe Verwandte hinrichten kannst, aber dabei Prestige verlierst (du erhältst aber trotzdem Frömmigkeit).;;;x
raise_zealot_units;Raise Zealots;;Eiferer erwecken;;;x
raise_zealot_units_desc;Call on your fellow [Root.Religion.GetName] faithful to rise up and aid your just and holy war!;;Rufen Sie Ihre [Root.Religion.GetName]-Gläubigen auf, sich zu erheben und Ihren gerechten und heiligen Krieg zu unterstützen!;;;x
ransom_all;Ransom All Prisoners;Rançonner Tous les Prisonniers;Lösegeld für alle Gefangenen;;;x
ransom_all_desc;Make a ransom offer to all prisoners, allowing them the chance to buy their own freedom.;;Biete allen Gefangenen ein Lösegeld an, um ihnen die Möglichkeit zu geben, sich freizukaufen.;;;x
ransom_all_tooltip;§Y[This.GetBestName]§! is asked to pay ransom\n;§Y[This.GetBestName]§! fait face une demande de rançon\n;§Y[This.GetBestName]§! wird aufgefordert, Lösegeld zu zahlen\n;;;x
ransom_nonvassal;Ransom All Foreign Prisoners;;Lösegeld für alle ausländischen Gefangenen;;;x
ransom_nonvassal_desc;Make a ransom offer to all prisoners not of our own realm. If they do not hold a title, their liege will be approached for a ransom instead.;;Biete ein Lösegeld für alle Gefangenen an, die nicht aus deinem Reich stammen. Wenn sie keinen Titel besitzen, wird stattdessen ihr Lehnsherr um ein Lösegeld gebeten.;;;x
ransom_nonvassal_tooltip;Ransom demand sent to liege\n;;Lösegeldforderung an den Lehnsherrn senden\n;;;x
reaorganize_zoroastrianism;Reorganize the religious hierarchy;Réorganiser la hiérarchie religieuse;Reorganisation der religiösen Hierarchie;;;x
reaorganize_zoroastrianism_desc;Rebuild the religous hierarchy of old by appointing a head to Zoroastrian church - Zorothustraema;Reformer la hiérarchie religieuse d'antan en nommant un chef religieulx la teste de l'Eglise Zoroastrienne - Zorothustraema;Wiederherstellung der alten religiösen Hierarchie durch Ernennung eines Oberhauptes der zoroastrischen Kirche - Zorothustraema;;;x
rebuild_persepolis;Rebuild Persepolis;Reconstruire Persépolis;Wiederaufbau von Persepolis;;;x
rebuild_persepolis_desc;Now that you consolidated your power over the heartland of the Persian empire, you can rebuild the ancient Achaemenid capital.;À présent que vous avez consolidé votre pouvoir au coeur de l'Empire Perse, vous pouvez reconstruire la capitale Achéménide.;Nachdem du deine Macht über das Kernland des persischen Reiches gefestigt hast, kannst du die alte achämenidische Hauptstadt wieder aufbauen.;;;x
reclaim_titles_divorce;Reclaim Titles;;Titel zurückgewinnen;;;x
reclaim_titles_divorce_desc;Your former husband stripped a number of your titles through the right of Jure Uxoris...but he is not your husband any longer, is he? Since your titles are part of your dowry, they must immediately be returned to you.;;Euer früherer Ehemann hat Euch durch das Recht des Jure Uxoris eine Reihe von Titeln entzogen... aber er ist nicht mehr Euer Ehemann, oder? Da Ihre Titel Teil Ihrer Mitgift sind, müssen sie Ihnen unverzüglich zurückgegeben werden.;;;x
reconcile_child;Reconcile;;Versöhne dich mit;;;x
reconcile_child_desc;Things have changed with §Y[This.GetTitledFirstName]§W, and perhaps it is time to finally reconcile. [This.GetSheHeCap] will be permitted to inherit once more.;;Die Dinge haben sich mit §Y[This.GetTitledFirstName]§W geändert, und vielleicht ist es an der Zeit, sich endlich zu versöhnen. [This.GetSheHeCap] wird noch einmal zum Erben zugelassen.;;;x
recreate_roman_empire;Recreate the Roman Empire;Recréer l'Empire Romain;Das Römische Reich neu erschaffen;;;x
recreate_roman_empire_desc;If we were to hold all the core territories of the old empire, we could gain recognition as the true and rightful successor of the Roman State.;Si nous détenions tous les territoires qui formaient le coeur du vieil empire, nous pourrions estre reconnus comme les véritables et légitimes successeurs de l'Empire Romain.;Wenn wir alle Kerngebiete des alten Reiches in Besitz nehmen würden, könnten wir als wahrer und rechtmäßiger Nachfolger des römischen Staates anerkannt werden.;;;x
reinstate_celtic_rites;The Old Gods;Les Anciens Dieulx;Die alten Götter;;;
reinstate_celtic_rites_desc;With the help of our court wizard, we could reinstate much of the old celtic ways.;Avec l'aide de notre sorcier de la cour, nous pourrions réinstaurer la plupart des anciennes coutumes.;Mit der Hilfe unseres Hofzauberers könnten wir einen Großteil der alten keltischen Bräuche wieder einführen.;;;x
