#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
tried_to_convert_me;Tried to Convert Me;Tried to Convert Me;Tried to Convert Me;;Tried to Convert Me;;;;;;;;;x
truce_notifier_desc;You cannot declare war on this character right now. Either one of you is a newly independent rebel/crusader state OR you are holding a grand tournament.;Vous ne pouvez point déclarer la guerre à ce personnage pour l'instant. Soit l'un de vous est un souverain rebelle/croisé indépendant depuis peu SOIT vous estes en train d'organiser un grand tournoi.;You cannot declare war on this character right now. Either one of you is a newly independent rebel/crusader state OR you are holding a grand tournament.;;You cannot declare war on this character right now. Either one of you is a newly independent rebel/crusader state OR you are holding a grand tournament.;;;;;x
uncrowned;Uncrowned;Uncrowned;Uncrowned;;Uncrowned;;;;;;;;;x
uncrowned_desc;The character has not yet been officially coronated, and thus there remain vassals who claim they are not the rightful ruler.;The character has not yet been officially coronated, and thus there remain vassals who claim they are not the rightful ruler.;The character has not yet been officially coronated, and thus there remain vassals who claim they are not the rightful ruler.;;The character has not yet been officially coronated, and thus there remain vassals who claim they are not the rightful ruler.;;;;;;;;;x
undergo_cleansing_ritual;Undergo Cleansing ritual (Bareshnum);Prend part à un rituel de purification (Bareshnum);Undergo Cleansing ritual (Bareshnum);;Undergo Cleansing ritual (Bareshnum);;;;;;;;;x
undergo_cleansing_ritual_desc;Pure body leads to pure heart which leads to pure spirit.;Un corps pur mène à un coeur pur, ce qui mène à un esprit pur.;Pure body leads to pure heart which leads to pure spirit.;;Pure body leads to pure heart which leads to pure spirit.;;;;;;;;;x
underhanded_rogue;Gruff Diplomat;Diplomate bourru;Schroffer Diplomat;;Gruff Diplomat;;;;;;;;;x
underhanded_rogue_desc;The Gruff Diplomat is a rough but decently effective diplomat.;Le diplomate bourru est un diplomate grossier mais efficace.;Der Schroffe Diplomat ist ein rauer, aber sehr wirksamer Diplomat.;;The Gruff Diplomat is a rough but decently effective diplomat.;;;;;;;;;x
UNIFIED_TRIBES_OF;Unified Tribes of;Tribus unifiées de;Vereinigte Stämme der Sami;;Tribus de Unificadas de;;;;;;;;;x
varangians_organized;The Varangian Guard is formed.;La Garde varègue est formée.;Die Warägergarde wurde aufgestellt.;;La Guardia Varangiana está formada.;;;;;;;;;x
vassal_ruler;Local Levies;Levées locales;Lokale Aushebungen;;Local Levies;;;;;;;x
vassal_ruler_desc;Our relatively low rank gives us better control over our local vassals, who will supply us with more troops.;Notre rang relativement modeste nous octroie un meilleur controsle sur nos vassaulx locaulx, qui vont nous fournir plus de troupes.;Unser relativ niedriger Stand gibt uns eine bessere Kontrolle über unsere lokalen Vasallen, die uns mit mehr Truppen versorgen werden.;;Our relatively low rank gives us better control over our local vassals, who will supply us with more troops.;;;;;;;x
vestalis;Vestalis;Vestalis;Vestalis;;Vestalis;;;;;;;;;;;x
vestalis_desc;This character is a member of the College of the Vestales, and has dedicated 30 years of her life in service to the goddess Vesta.;Ce personnage est un membre du Collège des Vestales, et a dédié 30 ans de sa vie au service de la déesse Vesta.;This character is a member of the College of the Vestales, and has dedicated 30 years of her life in service to the godess Vesta.;;This character is a member of the College of the Vestales, and has dedicated 30 years of her life in service to the godess Vesta.;;;;;;;;;;;,,
veteran;Veteran;Vétéran;Veteran;;Veteran;;;;;;;;;x
veteran_desc;This character is a proven warrior.;Ce personnage est un guerrier confirmé.;This character is a proven warrior.;;This character is a proven warrior.;;;;;;;;;x
virgin_queen;Virgin Queen;Reine Vierge;Virgin Queen;;Virgin Queen;;;;;;;;;x
virgin_queen_desc;A ruler, to the exclusion of all else.;Une dirigeante, à l'exclusion de tout le reste.;A ruler, to the exclusion of all else.;;A ruler, to the exclusion of all else.;;;;;;;;;x
wald_charity;Waldensian Charity;Waldensian Charity;Waldensian Charity;;Waldensian Charity;;;;;;;;;x
wald_charity_desc;In the spirit of the Waldensian faith, a charitable donation has been made to the poor of this province.;In the spirit of the Waldensian faith, a charitable donation has been made to the poor of this province.;In the spirit of the Waldensian faith, a charitable donation has been made to the poor of this province.;;In the spirit of the Waldensian faith, a charitable donation has been made to the poor of this province.;;;;;;;;;x
wald_hospital;Waldensian Hospital;Waldensian Hospital;Waldensian Hospital;;Waldensian Hospital;;;;;;;;;x
wald_hospital;A grand hospital has been built in this province to care for the sick and poor.;A grand hospital has been built in this province to care for the sick and poor.;A grand hospital has been built in this province to care for the sick and poor.;;A grand hospital has been built in this province to care for the sick and poor.;;;;;;;;;x
wald_king;Pious Ruler;Pious Ruler;Pious Ruler;;Pious Ruler;;;;;;;;;x
wald_sack;Holy Site Sacked;Holy Site Sacked;Holy Site Sacked;;Holy Site Sacked;;;;;;;;;x
waldensian_DESC;Originally a reform movement within the Catholic church, Waldensian heretics are anti-clerical and advocate a return to vows of poverty. They are opposed to capital punishment and believe that laymen can also administer the sacraments, and thus have no religious head.\n\nFeatures:\n§Y*§! A Stewardship and garrison bonus \n§Y*§! Historical Spread Events and new Holy Sites\n§Y*§! Donations to the poor are enforced via special laws \n§Y*§! The ability to choose a Waldensian path upon adulthood \n§Y*§! Waldensian priests can both marry and inherit\n§Y*§! Waldensian priests may not be Chancellors or Lord Treasurers \n§Y*§! Waldensians refuse to go on pilgrimage, and can sack Catholic Pilgrimage sites;Originally a reform movement within the Catholic church, Waldensian heretics are anti-clerical and advocate a return to vows of poverty. They are opposed to capital punishment and believe that laymen can also administer the sacraments, and thus have no religious head.\n\nFeatures:\n§Y*§! A Stewardship and garrison bonus \n§Y*§! Historical Spread Events and new Holy Sites\n§Y*§! Donations to the poor are enforced via special laws \n§Y*§! The ability to choose a Waldensian path upon adulthood \n§Y*§! Waldensian priests can both marry and inherit\n§Y*§! Waldensian priests may not be Chancellors or Lord Treasurers \n§Y*§! Waldensians refuse to go on pilgrimage, and can sack Catholic Pilgrimage sites;Originally a reform movement within the Catholic church, Waldensian heretics are anti-clerical and advocate a return to vows of poverty. They are opposed to capital punishment and believe that laymen can also administer the sacraments, and thus have no religious head.\n\nFeatures:\n§Y*§! A Stewardship and garrison bonus \n§Y*§! Historical Spread Events and new Holy Sites\n§Y*§! Donations to the poor are enforced via special laws \n§Y*§! The ability to choose a Waldensian path upon adulthood \n§Y*§! Waldensian priests can both marry and inherit\n§Y*§! Waldensian priests may not be Chancellors or Lord Treasurers \n§Y*§! Waldensians refuse to go on pilgrimage, and can sack Catholic Pilgrimage sites;;Originally a reform movement within the Catholic church, Waldensian heretics are anti-clerical and advocate a return to vows of poverty. They are opposed to capital punishment and believe that laymen can also administer the sacraments, and thus have no religious head.\n\nFeatures:\n§Y*§! A Stewardship and garrison bonus \n§Y*§! Historical Spread Events and new Holy Sites\n§Y*§! Donations to the poor are enforced via special laws \n§Y*§! The ability to choose a Waldensian path upon adulthood \n§Y*§! Waldensian priests can both marry and inherit\n§Y*§! Waldensian priests may not be Chancellors or Lord Treasurers \n§Y*§! Waldensians refuse to go on pilgrimage, and can sack Catholic Pilgrimage sites;;;;;;;;;x
WAR_FOCUS;Combat Focus;Combat Focus;CombatFocus;;CombatFocus;;;;;;;;x
war_of_independence;War of Independence;Guerre d'Indépendance;Unabhängigkeitskrieg;;War of Independence;;;;;;;x
war_of_independence_desc;Freedom shall be ours!;La Liberté est à nous!;Die Freiheit soll unser sein!;;Freedom shall be ours!;;;;;;;x
war_sanction_granted;Sanction will be granted;Autorisations de mener une guerre vont estre données;Sanktion wird gewährt;;Sanction will be granted;;;;;;;;;x
war_sanction_not_granted;Sanction will be refused;Autorisations de mener une guerre vont estre refusées;Sanktion wird verweigert;;Sanction will be refused;;;;;;;;;x
weak_basileus;Coronated Basileus;Coronated Basileus;Coronated Basileus;;Coronated Basileus;;;;;;;;;x
weak_basileus_desc;The ruler of the Byzantine Empire has been coronated, but is not considered strong enough to truly unify the support of the empire.;The ruler of the Byzantine Empire has been coronated, but is not considered strong enough to truly unify the support of the empire.;The ruler of the Byzantine Empire has been coronated, but is not considered strong enough to truly unify the support of the empire.;;The ruler of the Byzantine Empire has been coronated, but is not considered strong enough to truly unify the support of the empire.;;;;;;;;;x
WEAK_CLAIM_DESC;On succession, Weak Claims are given to children who are not second or third in the line of succession. Weak Claims can only be pressed against:\n§Y* Female Rulers if the title is not Enatic or Cognatic\n* Male rulers if the title is Enatic\n* Regencies\n* Titles already being contested in a Claim or Succession War\n* Titles the claimant is second or third in line to inherit\n* Kings or Emperors with the Uncrowned Trait§!;Lors d'une succession, les revendications faibles sont attribuées aux enfants qui ne seraient ni deuxièmes ni troisièmes dans la ligne de succession. Les revendications faibles peuvent être déposées à l'encontre :\n§Y* Des dirigeantes femmes si le prétend;Bei der Erbfolge werden Schwache Ansprüche nur den Kindern gewährt, die nicht an zweiter oder dritter Stelle der Erbfolge stehen. Schwache Ansprüche können nur erhoben werden gegen:\n§Y* Weibliche Herrscher, wenn der Anspruchsteller männlich ist\n* Regent;;En la sucesión, las reclamaciones fuertes se otorgan a los hijos que ocupan el segundo o tercer puesto en la línea sucesoria. Las reclamaciones débiles solo pueden presentarse contra:\n§Y* Gobernantes femeninos si el demandante es masculino\n* Regencias\n* Los títulos ya disputados en una reclamación o guerra de sucesión\n* Títulos en los que el demandante está en segunda o tercera línea para heredar§!;;;;;;;;;x
weak_emperor_byz;Weak Byzantine Rulers;Dirigeant byzantin faible;Weak Byzantine Rulers;;Weak Byzantine Rulers;;;;;;;;;x
what_happens_now;...what will happen now?;... ce qui va se passer maintenant?;... was wird jetzt geschehen?;;... ¿qué va a pasar ahora?;;;;;;;;;x
wolf;Wolf Warrior;le Guerrier Loup;Wolf Warrior;;Wolf Warrior;;;;;;;;;x
wolf_desc;This character is a veteran of the Sons of Gwydion.;Ce personnage est un vétéran des Fils de Gwydion.;This character is a veteran of the Sons of Gwydion.;;This character is a veteran of the Sons of Gwydion.;;;;;;;;;x
won_succession;Succession Victory;Succession Victory;Succession Victory;;Succession Victory;;;;;;;;;x
won_succession_desc;This character won a succession crisis in a convincing manner, which should hopefully spell peace for a time.;This character won a succession crisis in a convincing manner, which should hopefully spell peace for a time.;This character won a succession crisis in a convincing manner, which should hopefully spell peace for a time.;;This character won a succession crisis in a convincing manner, which should hopefully spell peace for a time.;;;;;;;;;x
writing_epic_poem;Writing Epic Poem;Writing Epic Poem;Writing Epic Poem;;Writing Epic Poem;;;;;;;;;x
