#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x
#;;;;;;;;;;;;;;x
# FACTION MAIN;;;;;;;;;;;;;;x
#;;;;;;;;;;;;;;x
CB_NAME_OVERTHROWRULER;Overthrow Ruler;Renverser le Suzerain;Herrscher stürzen;;Gobernante derrocado;;;;;;;;;x
EVTDESC_PlusFaction_314A;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. I could tell they took my words seriously, and the meeting ended with an affirmation of our loyalty to the [Root.Liege.PrimaryTitle.GetRulerTitle].;En m'adressant aulx Seigneurs réunis, j'ai loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et ai rappelé à mes compagnons leurs devoirs de vassaulx envers leur suzerain. J'ai pu me rendre compte qu'ils prenoient mon discours au sérieulx, et la réunion s'est terminée sur une affirmation de notre loyauté envers [Root.Liege.PrimaryTitle.GetRulerTitle].;In meiner Ansprache an die versammelten Lords pries ich die Tugenden von [Root.Liege.GetTitledFirstNameNoRegnal] und erinnerte meine Mitvasallen an unsere Pflicht gegenüber unserem Lehnsherrn. Ich konnte sehen, dass sie meine Worte ernst nahmen, und die Versammlung endete mit einer Bekräftigung unserer Loyalität gegenüber [Root.Liege.PrimaryTitle.GetRulerTitle].;;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. I could tell they took my words seriously, and the meeting ended with an affirmation of our loyalty to the [Root.Liege.PrimaryTitle.GetRulerTitle].;;;;;;;;;x
EVTDESC_PlusFaction_314B;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. Though my words mostly fell on deaf ears, the show of support nonetheless eased the mood of the room a little.;En m'adressant aulx Seigneurs réunis, j'ai loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et ai rappelé à mes compagnons leurs devoirs de vassaulx envers leur suzerain. Mesme si la plupart de mes mots sont tombés dans l'oreille d'un sourd, ce discours de soutien a néamoins amélioré quelque peu l'humeur de la faction.;In meiner Ansprache an die versammelten Lords pries ich die Tugenden von [Root.Liege.GetTitledFirstNameNoRegnal] und erinnerte meine Mitvasallen an unsere Pflicht gegenüber unserem Lehnsherrn. Obwohl meine Worte größtenteils auf taube Ohren stießen, lockerte die Unterstützung die Stimmung im Saal doch ein wenig auf.;;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. Though my words mostly fell on deaf ears, the show of support nonetheless eased the mood of the room a little.;;;;;;;;;x
EVTDESC_PlusFaction_314C;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. Unfortunately my words were not well received, provoking jeers and cries of dissent from the assembled audience.;En m'adressant aulx Seigneurs réunis, j'ai loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et ai rappelé à mes compagnons leurs devoirs de vassaulx envers leur suzerain. tristeusement, mon discours n'a point été bien reçu, provoquant des huées de la part de l'audience.;In meiner Ansprache an die versammelten Lords pries ich die Tugenden von [Root.Liege.GetTitledFirstNameNoRegnal] und erinnerte meine Mitvasallen an unsere Pflicht gegenüber unserem Lehnsherrn. Leider kamen meine Worte nicht gut an und riefen bei den Anwesenden Spott und Missfallensrufe hervor.;;Speaking to the assembled Lords, I praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of our duty towards our liege. Unfortunately my words were not well received, provoking jeers and cries of dissent from the assembled audience.;;;;;;;;;x
EVTOPTA_PlusFaction_314;[Root.Liege.GetTitledFirstNameNoRegnal] can count on us!;[Root.Liege.GetTitledFirstNameNoRegnal] peult compter sur nous !;[Root.Liege.GetTitledFirstNameNoRegnal] kann sich auf uns verlassen!;;[Root.Liege.GetTitledFirstNameNoRegnal] can count on us!;;;;;;;;;x
EVTOPTB_PlusFaction_314;At least I did some good;Au moins, j'ai fait quelques bonnes choses;Wenigstens habe ich etwas Gutes getan;;At least I did some good;;;;;;;;;x
EVTOPTC_PlusFaction_314;I fear I have done more harm than good...;J'ai l'impression d'avoir fait plus de mal que de bien...;Ich fürchte, ich habe mehr Schaden angerichtet als Gutes...;;I fear I have done more harm than good...;;;;;;;;;x
EVTDESC_PlusFaction_315A;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. We were taken in by [From.GetHerHis] eloquent words, and the ended meeting with an affirmation of our loyalty to the [Root.Liege.PrimaryTitle.GetRulerTitle].;En s'adressant aulx Seigneurs réunis, [From.GetTitledFirstNameNoRegnal] a loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et nous a rappelé à nos devoirs de vassaulx envers leur suzerain. Nous avons bu son discours éloquent, et la réunion s'est terminée sur une affirmation de notre loyauté envers [Root.Liege.PrimaryTitle.GetRulerTitle].;In seiner Rede vor den versammelten Lords pries [From.GetTitledFirstNameNoRegnal] die Tugenden von [Root.Liege.GetTitledFirstNameNoRegnal] und sprach von unserer Pflicht gegenüber unserem Lehnsherrn. Wir ließen uns von [From.GetHerHis] beredten Worten einnehmen und beendeten die Versammlung mit einer Bekräftigung unserer Loyalität gegenüber [Root.Liege.PrimaryTitle.GetRulerTitle].;;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. We were taken in by [From.GetHerHis] eloquent words, and the ended meeting with an affirmation of our loyalty to the [Root.Liege.PrimaryTitle.GetRulerTitle].;;;;;;;;;x
EVTDESC_PlusFaction_315B;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. Though [From.GetHerHis] words mostly fell on deaf ears, the show of support nonetheless eased the mood of the room a little.;En s'adressant aulx Seigneurs réunis, [From.GetTitledFirstNameNoRegnal] a loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et nous a rappelé à nos devoirs de vassaulx envers leur suzerain. Mesme si la plupart de ses mots sont tombés dans l'oreille d'un sourd, ce discours de soutien a néamoins amélioré quelque peu l'humeur de la faction.;In seiner Ansprache an die versammelten Herren pries [From.GetTitledFirstNameNoRegnal] die Tugenden von [Root.Liege.GetTitledFirstNameNoRegnal] und sprach von unserer Pflicht gegenüber unserem Lehnsherrn. Obwohl die Worte von [From.GetHerHis] größtenteils auf taube Ohren stießen, lockerte die Unterstützung die Stimmung im Saal doch ein wenig auf.;;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. Though [From.GetHerHis] words mostly fell on deaf ears, the show of support nonetheless eased the mood of the room a little.;;;;;;;;;x
EVTDESC_PlusFaction_315C;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. However, [From.GetHerHis] weak and sycophantic arguments failed to capture the audience, and if anything managed to turn the room against the [Root.Liege.PrimaryTitle.GetRulerTitle].;En s'adressant aulx Seigneurs réunis, [From.GetTitledFirstNameNoRegnal] a loué les vertus de [Root.Liege.GetTitledFirstNameNoRegnal] et nous a rappelé à nos devoirs de vassaulx envers leur suzerain. tristeusement, ses arguments faibles et sycophantiques n'ont point réussi à captiver l'audience, tournant mesme une partie de la salle contre [Root.Liege.PrimaryTitle.GetRulerTitle].;In seiner Ansprache an die versammelten Lords lobte [From.GetTitledFirstNameNoRegnal] die Tugenden von [Root.Liege.GetTitledFirstNameNoRegnal] und sprach von unserer Pflicht gegenüber unserem Lehnsherrn. Die schwachen und kriecherischen Argumente von [From.GetHerHis] vermochten die Zuhörer jedoch nicht zu fesseln, und wenn überhaupt, dann gelang es ihnen, den Saal gegen [Root.Liege.PrimaryTitle.GetRulerTitle] aufzubringen.;;Speaking to the assembled Lords, [From.GetTitledFirstNameNoRegnal] praised the virtues of [Root.Liege.GetTitledFirstNameNoRegnal] and spoke of our duty towards our liege. However, [From.GetHerHis] weak and sycophantic arguments failed to capture the audience, and if anything managed to turn the room against the [Root.Liege.PrimaryTitle.GetRulerTitle].;;;;;;;;;x
EVTDESC_PlusFaction_316A;I have learned that [From.GetTitledFirstNameNoRegnal] spoke [From.GetHerHis] support for me at the faction meeting in [From.Capital.GetName], greatly improving the mood of [From.GetHerHis] faction.;J'ai appris que [From.GetTitledFirstNameNoRegnal] a tenu un discours de soutien envers moi à la réunion de sa faction à [From.Capital.GetName], améliorant l'humeur de [From.GetHerHis] faction.;Ich habe erfahren, dass [From.GetTitledFirstNameNoRegnal] bei der Fraktionssitzung in [From.Capital.GetName] [From.GetHerHis] Unterstützung für mich geäußert hat, was die Stimmung in der [From.GetHerHis]-Fraktion deutlich verbessert hat.;;I have learned that [From.GetTitledFirstNameNoRegnal] spoke [From.GetHerHis] support for me at the faction meeting in [From.Capital.GetName], greatly improving the mood of [From.GetHerHis] faction.;;;;;;;;;x
EVTDESC_PlusFaction_316B;I have learned that [From.GetTitledFirstNameNoRegnal] spoke [From.GetHerHis] support for me at the faction meeting in [From.Capital.GetName], slightly improving the mood of [From.GetHerHis] faction.;J'ai appris que [From.GetTitledFirstNameNoRegnal] a tenu un discours de soutien envers moi à la réunion de sa faction à [From.Capital.GetName], améliorant quelque peu l'humeur de [From.GetHerHis] faction.;Ich habe erfahren, dass [From.GetTitledFirstNameNoRegnal] bei der Fraktionssitzung in [From.Capital.GetName] [From.GetHerHis] Unterstützung für mich geäußert hat, was die Stimmung der [From.GetHerHis]-Fraktion leicht verbessert hat.;;I have learned that [From.GetTitledFirstNameNoRegnal] spoke [From.GetHerHis] support for me at the faction meeting in [From.Capital.GetName], slightly improving the mood of [From.GetHerHis] faction.;;;;;;;;;x
EVTDESC_PlusFaction_316C;I have learned that [From.GetTitledFirstName] attempted to speak on my behalf at the faction meeting in [From.Capital.GetName], but only managed to turn [From.GetHerHis] faction further against me.;I have learned that [From.GetTitledFirstName] attempted to speak on my behalf at the faction meeting in [From.Capital.GetName], but only managed to turn [From.GetHerHis] faction further against me.;Ich habe erfahren, dass [From.GetTitledFirstName] versucht hat, bei der Fraktionssitzung in [From.Capital.GetName] in meinem Namen zu sprechen, es aber nur geschafft hat, die Fraktion von [From.GetHerHis] weiter gegen mich aufzubringen.;;I have learned that [From.GetTitledFirstName] attempted to speak on my behalf at the faction meeting in [From.Capital.GetName], but only managed to turn [From.GetHerHis] faction further against me.;;;;;;;;;x
EVTDESC_PlusFaction_317A;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--not a terribly difficult feat, considering that there is already so much sentiment against [Root.Liege.GetHerHim].;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--not a terribly difficult feat, considering that there is already so much sentiment against [Root.Liege.GetHerHim].;Ich habe beschlossen, das Ansehen von [Root.Liege.GetTitledFirstNameNoRegnal] bei den Mitgliedern meiner Fraktion zu untergraben - kein besonders schwieriges Unterfangen, wenn man bedenkt, dass die Stimmung gegen [Root.Liege.GetHerHim] bereits so stark ist.;;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--not a terribly difficult feat, considering that there is already so much sentiment against [Root.Liege.GetHerHim].;;;;;;;;;x
EVTDESC_PlusFaction_317B;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--a tall order, perhaps, considering how many favor [Root.Liege.GetHerHim] and might consider my words treasonous.;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--a tall order, perhaps, considering how many favor [Root.Liege.GetHerHim] and might consider my words treasonous.;Ich habe beschlossen, das Ansehen von [Root.Liege.GetTitledFirstNameNoRegnal] bei den Mitgliedern meiner Fraktion zu untergraben - ein schwieriges Unterfangen, wenn man bedenkt, wie viele für [Root.Liege.GetHerHim] sind und meine Worte als Verrat betrachten könnten.;;I have decided to undermine [Root.Liege.GetTitledFirstNameNoRegnal]'s standing amongst the members of my faction--a tall order, perhaps, considering how many favor [Root.Liege.GetHerHim] and might consider my words treasonous.;;;;;;;;;x
EVTOPTA_PlusFaction_317;Denounce [Root.Liege.GetHerHim] before the assembled Lords;Dénoncer les fautes de [Root.Liege.GetHerHim] aulx Seigneurs réunis.;Denunziert [Root.Liege.GetHerHim] vor den versammelten Lords;;Denounce [Root.Liege.GetHerHim] before the assembled Lords;;;;;;;;;x
EVTDESC_PlusFaction_318A;Speaking to the assembled Lords, I denounced the misrule of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of how our rights and liberties were being taken away. I could tell they took my words seriously, and the meeting ended with agreement that we must find a way to reduce the power of the [Root.Liege.PrimaryTitle.GetRulerTitle].;En m'adressant aulx Seigneurs réunis, j'ai accusé [Root.Liege.GetTitledFirstNameNoRegnal] d'incompétence et ai rappelé à mes compagnons nos droits et nos libertés qui nous étaient enlevés. J'ai pu me rendre compte qu'il prenait mon discours au sérieulx, et la réunion s'est terminée sur l'accord général que nous devons trouver un moyen de réduire le pouvoir de [Root.Liege.PrimaryTitle.GetRulerTitle].;In meiner Rede vor den versammelten Herren prangerte ich die Misswirtschaft von [Root.Liege.GetTitledFirstNameNoRegnal] an und erinnerte meine Mitvasallen daran, wie unsere Rechte und Freiheiten beschnitten wurden. Ich konnte feststellen, dass sie meine Worte ernst nahmen, und die Versammlung endete mit der Einigung, dass wir einen Weg finden müssen, um die Macht des [Root.Liege.PrimaryTitle.GetRulerTitle] zu beschneiden.;;Speaking to the assembled Lords, I denounced the misrule of [Root.Liege.GetTitledFirstNameNoRegnal] and reminded my fellow vassals of how our rights and liberties were being taken away. I could tell they took my words seriously, and the meeting ended with agreement that we must find a way to reduce the power of the [Root.Liege.PrimaryTitle.GetRulerTitle].;;;;;;;;;x
